site_id,removal_date,pit_tag_id,frog_state
70449,06/18/2015,900043000104510,dead
70449,06/18/2015,900043000104512,dead
70449,06/18/2015,900043000104531,dead
70449,06/18/2015,900043000104543,dead
70449,06/18/2015,900043000104554,dead
